,port_voyage_began,began_lat,began_long,main_place_slave_purch,purch_lat,purch_long,main_slave_disemb_port,disemb_lat,disemb_long,journey_count
0,"Africa., port unspecified",5.1036,-1.2411,Congo River,-6.07,12.45,Rio de Janeiro province,-22.89687,-43.2041,1
1,"Africa., port unspecified",5.1036,-1.2411,"Lagos, Onim",37.1,-8.67,"Cuba, port unspecified",23.15246,-81.64938000000001,1
2,"Africa., port unspecified",5.1036,-1.2411,"Lagos, Onim",37.1,-8.67,"Grenada, port unspecified",12.05,-61.76,1
3,"Africa., port unspecified",5.1036,-1.2411,Sherbro,7.31,-12.3,Freetown,8.49123,-13.2325,1
4,"Africa., port unspecified",5.1036,-1.2411,Whydah,6.3629999999999995,2.085,"Barbados, port unspecified",13.01,-59.63,1
5,"Africa., port unspecified",5.1036,-1.2411,Whydah,6.3629999999999995,2.085,Freetown,8.49123,-13.2325,1
6,Amsterdam,52.38,4.9,"Africa., port unspecified",5.1036,-1.2411,"Americas, port unspecified",32.78,-79.72,1
7,Amsterdam,52.38,4.9,"Africa., port unspecified",5.1036,-1.2411,"Barbados, port unspecified",13.01,-59.63,1
8,Amsterdam,52.38,4.9,"Africa., port unspecified",5.1036,-1.2411,"St. Kitts, port unspecified",17.36,-62.75,1
9,Amsterdam,52.38,4.9,Ardra,6.379,2.451324,"Hispaniola, port unspecified",19.0,-70.67,1
10,Amsterdam,52.38,4.9,Ardra,6.379,2.451324,"Pernambuco, port unspecified",-8.47,-37.95,1
11,Amsterdam,52.38,4.9,Bonny,4.4142,7.1898,Cartagena,37.58333,-0.9833299999999999,1
12,Amsterdam,52.38,4.9,Calabar,4.982,8.3345,St. Eustatius,17.49,-62.97,1
13,Amsterdam,52.38,4.9,Cape Lahou,5.1365,-5.026,Demerara,6.546,-58.09,2
14,Amsterdam,52.38,4.9,Christiansborg,5.5469,-0.1833,"Danish West Indies, colony unspecified",18.33,-64.83,1
15,Amsterdam,52.38,4.9,Congo North,-4.769,11.866,"St. Lucia, port unspecified",13.909,-60.9789,1
16,Amsterdam,52.38,4.9,Elmina,5.1053,-1.3421,"Americas, port unspecified",32.78,-79.72,1
17,Amsterdam,52.38,4.9,Elmina,5.1053,-1.3421,Demerara,6.546,-58.09,1
18,Amsterdam,52.38,4.9,"Gold Coast, port unspecified",5.1036,-1.2411,Elmina,5.1053,-1.3421,1
19,Amsterdam,52.38,4.9,Sierra Leone estuary,8.48444,-13.23444,Canary Islands,28.29,16.63,1
20,Amsterdam,52.38,4.9,"Sierra Leone, port unspecified",8.57,-13.03,Cartagena,37.58333,-0.9833299999999999,1
21,Amsterdam,52.38,4.9,St. Paul de Loanda,-8.80407,13.2333,Buenos Aires,-34.60257,-58.3747,1
22,Amsterdam,52.38,4.9,"West Central Africa and St. Helena, port unspecified",-3.4426,10.6563,St. Thomas,18.33,-64.89,1
23,Amsterdam,52.38,4.9,Windward + Ivory + Gold +  Benin,5.1761,-1.1233,"Americas, port unspecified",32.78,-79.72,1
24,Annapolis,38.93973,-76.4692,Gambia,13.4432,-15.3101,"Antigua, port unspecified",17.13,61.86,1
25,"Antigua, port unspecified",17.13,61.86,"Africa., port unspecified",5.1036,-1.2411,Annapolis,38.93973,-76.4692,1
26,"Antigua, port unspecified",17.13,61.86,"Africa., port unspecified",5.1036,-1.2411,"Barbados, port unspecified",13.01,-59.63,3
27,"Antigua, port unspecified",17.13,61.86,"Africa., port unspecified",5.1036,-1.2411,Saint John,-31.63,29.54,13
28,"Antigua, port unspecified",17.13,61.86,"Anomabu, Adja, Agga",5.1761,-1.1233,"Barbados, port unspecified",13.01,-59.63,1
29,"Antigua, port unspecified",17.13,61.86,Cape Coast Castle,5.1,-1.24,Saint John,-31.63,29.54,6
30,"Antigua, port unspecified",17.13,61.86,Gambia,13.4432,-15.3101,"Barbados, port unspecified",13.01,-59.63,1
31,"Antigua, port unspecified",17.13,61.86,Gambia,13.4432,-15.3101,Saint John,-31.63,29.54,7
32,"Antigua, port unspecified",17.13,61.86,Gambia,13.4432,-15.3101,St. Croix,17.73,-64.75,1
33,"Antigua, port unspecified",17.13,61.86,"Gold Coast, port unspecified",5.1036,-1.2411,"Barbados, port unspecified",13.01,-59.63,3
34,"Antigua, port unspecified",17.13,61.86,"Gold Coast, port unspecified",5.1036,-1.2411,"Jamaica, port unspecified",17.94,-76.84,1
35,"Antigua, port unspecified",17.13,61.86,"Gold Coast, port unspecified",5.1036,-1.2411,Saint John,-31.63,29.54,4
36,"Antigua, port unspecified",17.13,61.86,Senegal,14.72,-17.47,"Dominica, port unspecified",15.31,61.39,1
37,"Antigua, port unspecified",17.13,61.86,Senegal,14.72,-17.47,Saint John,-31.63,29.54,1
38,"Antigua, port unspecified",17.13,61.86,Sierra Leone estuary,8.48444,-13.23444,Havana,23.15246,-81.64938000000001,1
39,"Antigua, port unspecified",17.13,61.86,"West Central Africa and St. Helena, port unspecified",-3.4426,10.6563,"Barbados, port unspecified",13.01,-59.63,1
40,"Antigua, port unspecified",17.13,61.86,Whydah,6.3629999999999995,2.085,"Jamaica, port unspecified",17.94,-76.84,1
41,"Antigua, port unspecified",17.13,61.86,Whydah,6.3629999999999995,2.085,Saint John,-31.63,29.54,2
42,"Antigua, port unspecified",17.13,61.86,"Windward Coast, port unspecified",12.185,-68.987,Saint John,-31.63,29.54,1
43,Antwerp,51.23333,4.46667,Calabar,4.982,8.3345,Santiago de Cuba,20.027260000000002,-75.83811999999999,1
44,Antwerp,51.23333,4.46667,Whydah,6.3629999999999995,2.085,Santiago de Cuba,20.027260000000002,-75.83811999999999,1
45,Azores,38.31,-30.38,Bissau,11.861130000000001,-15.5859,Lisbon,38.69513,-9.1778,1
46,Bahia Honda,22.97048,-83.16866,Mozambique,-17.74087,35.3777,Cardenas,23.04682,-81.19493,1
47,Bahia Honda,22.97048,-83.16866,Mozambique,-17.74087,35.3777,"Cuba, port unspecified",23.15246,-81.64938000000001,1
48,"Bahia, port unspecified",-12.939969999999999,-38.4939,Accra,5.55,-0.02,"Bahia, port unspecified",-12.939969999999999,-38.4939,3
49,"Bahia, port unspecified",-12.939969999999999,-38.4939,"Africa., port unspecified",5.1036,-1.2411,"Americas, port unspecified",32.78,-79.72,1
50,"Bahia, port unspecified",-12.939969999999999,-38.4939,"Africa., port unspecified",5.1036,-1.2411,"Bahia, port unspecified",-12.939969999999999,-38.4939,151
51,"Bahia, port unspecified",-12.939969999999999,-38.4939,"Africa., port unspecified",5.1036,-1.2411,Havana,23.15246,-81.64938000000001,1
52,"Bahia, port unspecified",-12.939969999999999,-38.4939,"Africa., port unspecified",5.1036,-1.2411,Macaé,-22.32,-41.96,1
53,"Bahia, port unspecified",-12.939969999999999,-38.4939,"Africa., port unspecified",5.1036,-1.2411,Rio São Jeso,-22.89687,-43.2041,1
54,"Bahia, port unspecified",-12.939969999999999,-38.4939,Ambriz,-7.8499,13.1167,"Bahia, port unspecified",-12.939969999999999,-38.4939,23
55,"Bahia, port unspecified",-12.939969999999999,-38.4939,Ambriz,-7.8499,13.1167,Macaé,-22.32,-41.96,1
56,"Bahia, port unspecified",-12.939969999999999,-38.4939,Ambriz,-7.8499,13.1167,Rio de Janeiro,-22.89687,-43.2041,3
57,"Bahia, port unspecified",-12.939969999999999,-38.4939,"Anomabu, Adja, Agga",5.1761,-1.1233,Freetown,8.49123,-13.2325,1
58,"Bahia, port unspecified",-12.939969999999999,-38.4939,Ardra,6.379,2.451324,"Bahia, port unspecified",-12.939969999999999,-38.4939,1
59,"Bahia, port unspecified",-12.939969999999999,-38.4939,Badagry,6.415,2.88,"Bahia, port unspecified",-12.939969999999999,-38.4939,31
60,"Bahia, port unspecified",-12.939969999999999,-38.4939,Badagry,6.415,2.88,Freetown,8.49123,-13.2325,9
61,"Bahia, port unspecified",-12.939969999999999,-38.4939,Badagry,6.415,2.88,Rio de Janeiro,-22.89687,-43.2041,1
62,"Bahia, port unspecified",-12.939969999999999,-38.4939,Benguela,-12.59,13.42,"Bahia, port unspecified",-12.939969999999999,-38.4939,178
63,"Bahia, port unspecified",-12.939969999999999,-38.4939,Benguela,-12.59,13.42,Pará,-28.6,-51.79,1
64,"Bahia, port unspecified",-12.939969999999999,-38.4939,Benguela,-12.59,13.42,"Pernambuco, port unspecified",-8.47,-37.95,1
65,"Bahia, port unspecified",-12.939969999999999,-38.4939,Benguela,-12.59,13.42,Rio de Janeiro,-22.89687,-43.2041,8
66,"Bahia, port unspecified",-12.939969999999999,-38.4939,Benin,6.379,2.4513,"Bahia, port unspecified",-12.939969999999999,-38.4939,5
67,"Bahia, port unspecified",-12.939969999999999,-38.4939,"Bight of Benin, port unspecified",5.0,2.1,"Bahia, port unspecified",-12.939969999999999,-38.4939,18
68,"Bahia, port unspecified",-12.939969999999999,-38.4939,"Bight of Benin, port unspecified",5.0,2.1,Freetown,8.49123,-13.2325,7
69,"Bahia, port unspecified",-12.939969999999999,-38.4939,"Bight of Benin, port unspecified",5.0,2.1,Santos,-23.927670000000003,-46.3069,1
70,"Bahia, port unspecified",-12.939969999999999,-38.4939,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",2.833,8.0,"Bahia, port unspecified",-12.939969999999999,-38.4939,4
71,"Bahia, port unspecified",-12.939969999999999,-38.4939,Bights,2.8333,8.0,"Bahia, port unspecified",-12.939969999999999,-38.4939,3
72,"Bahia, port unspecified",-12.939969999999999,-38.4939,Bights,2.8333,8.0,Rio de Janeiro,-22.89687,-43.2041,1
73,"Bahia, port unspecified",-12.939969999999999,-38.4939,Bissau,11.861130000000001,-15.5859,"Bahia, port unspecified",-12.939969999999999,-38.4939,1
74,"Bahia, port unspecified",-12.939969999999999,-38.4939,Cabinda,-5.57,12.2,"Bahia, port unspecified",-12.939969999999999,-38.4939,117
75,"Bahia, port unspecified",-12.939969999999999,-38.4939,Cabinda,-5.57,12.2,Buenos Aires,-34.60257,-58.3747,1
76,"Bahia, port unspecified",-12.939969999999999,-38.4939,Cabinda,-5.57,12.2,Freetown,8.49123,-13.2325,1
77,"Bahia, port unspecified",-12.939969999999999,-38.4939,Cabinda,-5.57,12.2,Maranhão,-4.96,-45.27,1
78,"Bahia, port unspecified",-12.939969999999999,-38.4939,Cabinda,-5.57,12.2,Rio de Janeiro,-22.89687,-43.2041,3
79,"Bahia, port unspecified",-12.939969999999999,-38.4939,Cacheu,12.0,-16.1667,"Bahia, port unspecified",-12.939969999999999,-38.4939,12
80,"Bahia, port unspecified",-12.939969999999999,-38.4939,Calabar,4.982,8.3345,"Bahia, port unspecified",-12.939969999999999,-38.4939,45
81,"Bahia, port unspecified",-12.939969999999999,-38.4939,Calabar,4.982,8.3345,Freetown,8.49123,-13.2325,4
82,"Bahia, port unspecified",-12.939969999999999,-38.4939,Cameroons,4.0449,9.6855,"Bahia, port unspecified",-12.939969999999999,-38.4939,1
83,"Bahia, port unspecified",-12.939969999999999,-38.4939,Cameroons,4.0449,9.6855,Freetown,8.49123,-13.2325,2
84,"Bahia, port unspecified",-12.939969999999999,-38.4939,Cameroons River,4.0833,9.7,Freetown,8.49123,-13.2325,2
85,"Bahia, port unspecified",-12.939969999999999,-38.4939,Cameroons River,4.0833,9.7,Rio de Janeiro,-22.89687,-43.2041,1
86,"Bahia, port unspecified",-12.939969999999999,-38.4939,Cap Lopez,-0.7726,8.7812,"Bahia, port unspecified",-12.939969999999999,-38.4939,6
87,"Bahia, port unspecified",-12.939969999999999,-38.4939,Cap Lopez,-0.7726,8.7812,Freetown,8.49123,-13.2325,1
88,"Bahia, port unspecified",-12.939969999999999,-38.4939,Cape Coast Castle,5.1,-1.24,"Bahia, port unspecified",-12.939969999999999,-38.4939,1
89,"Bahia, port unspecified",-12.939969999999999,-38.4939,Cape Lahou,5.1365,-5.026,"Americas, port unspecified",32.78,-79.72,1
90,"Bahia, port unspecified",-12.939969999999999,-38.4939,Cape Lahou,5.1365,-5.026,"Bahia, port unspecified",-12.939969999999999,-38.4939,10
91,"Bahia, port unspecified",-12.939969999999999,-38.4939,Cape Lahou,5.1365,-5.026,Freetown,8.49123,-13.2325,1
92,"Bahia, port unspecified",-12.939969999999999,-38.4939,Cape Verde Islands,16.54,-23.04,"Bahia, port unspecified",-12.939969999999999,-38.4939,5
93,"Bahia, port unspecified",-12.939969999999999,-38.4939,Congo River,-6.07,12.45,"Bahia, port unspecified",-12.939969999999999,-38.4939,18
94,"Bahia, port unspecified",-12.939969999999999,-38.4939,Congo River,-6.07,12.45,Rio de Janeiro,-22.89687,-43.2041,1
95,"Bahia, port unspecified",-12.939969999999999,-38.4939,Costa da Mina,5.0827,-1.348,"Bahia, port unspecified",-12.939969999999999,-38.4939,1927
96,"Bahia, port unspecified",-12.939969999999999,-38.4939,Costa da Mina,5.0827,-1.348,"Cuba, port unspecified",23.15246,-81.64938000000001,1
97,"Bahia, port unspecified",-12.939969999999999,-38.4939,Costa da Mina,5.0827,-1.348,Freetown,8.49123,-13.2325,1
98,"Bahia, port unspecified",-12.939969999999999,-38.4939,Costa da Mina,5.0827,-1.348,"Pernambuco, port unspecified",-8.47,-37.95,1
99,"Bahia, port unspecified",-12.939969999999999,-38.4939,Costa da Mina,5.0827,-1.348,Rio de Janeiro,-22.89687,-43.2041,3
100,"Bahia, port unspecified",-12.939969999999999,-38.4939,Costa da Mina,5.0827,-1.348,São Tomé,0.34523000000000004,6.7371,1
101,"Bahia, port unspecified",-12.939969999999999,-38.4939,Elmina,5.1053,-1.3421,"Americas, port unspecified",32.78,-79.72,1
102,"Bahia, port unspecified",-12.939969999999999,-38.4939,Elmina,5.1053,-1.3421,"Bahia, port unspecified",-12.939969999999999,-38.4939,29
103,"Bahia, port unspecified",-12.939969999999999,-38.4939,Epe,6.6055,3.947,"Bahia, port unspecified",-12.939969999999999,-38.4939,23
104,"Bahia, port unspecified",-12.939969999999999,-38.4939,Epe,6.6055,3.947,Rio de Janeiro,-22.89687,-43.2041,1
105,"Bahia, port unspecified",-12.939969999999999,-38.4939,Formosa,-26.1775,-58.178000000000004,"Bahia, port unspecified",-12.939969999999999,-38.4939,1
106,"Bahia, port unspecified",-12.939969999999999,-38.4939,Gabon,-0.8037,11.6094,"Bahia, port unspecified",-12.939969999999999,-38.4939,5
107,"Bahia, port unspecified",-12.939969999999999,-38.4939,Gabon,-0.8037,11.6094,Macaé,-22.32,-41.96,1
108,"Bahia, port unspecified",-12.939969999999999,-38.4939,Galam,32.4612,35.0211,"Bahia, port unspecified",-12.939969999999999,-38.4939,1
109,"Bahia, port unspecified",-12.939969999999999,-38.4939,Gallinhas,11.4667,-15.6833,"Bahia, port unspecified",-12.939969999999999,-38.4939,3
110,"Bahia, port unspecified",-12.939969999999999,-38.4939,Gallinhas,11.4667,-15.6833,Freetown,8.49123,-13.2325,1
111,"Bahia, port unspecified",-12.939969999999999,-38.4939,"Gold Coast, Fr. definition",5.1761,-1.1233,"Bahia, port unspecified",-12.939969999999999,-38.4939,1
112,"Bahia, port unspecified",-12.939969999999999,-38.4939,"Gold Coast, port unspecified",5.1036,-1.2411,"Bahia, port unspecified",-12.939969999999999,-38.4939,6
113,"Bahia, port unspecified",-12.939969999999999,-38.4939,"Gold Coast, port unspecified",5.1036,-1.2411,Freetown,8.49123,-13.2325,4
114,"Bahia, port unspecified",-12.939969999999999,-38.4939,"Gold Coast, port unspecified",5.1036,-1.2411,Rio de Janeiro,-22.89687,-43.2041,1
115,"Bahia, port unspecified",-12.939969999999999,-38.4939,Ife,7.4905,4.5521,"Bahia, port unspecified",-12.939969999999999,-38.4939,2
116,"Bahia, port unspecified",-12.939969999999999,-38.4939,Inhambane,-23.86723,35.37964,"Bahia, port unspecified",-12.939969999999999,-38.4939,1
117,"Bahia, port unspecified",-12.939969999999999,-38.4939,Keta,5.9031,0.9868,Freetown,8.49123,-13.2325,1
118,"Bahia, port unspecified",-12.939969999999999,-38.4939,"Lagos, Onim",37.1,-8.67,"Bahia, port unspecified",-12.939969999999999,-38.4939,93
119,"Bahia, port unspecified",-12.939969999999999,-38.4939,"Lagos, Onim",37.1,-8.67,"Cuba, port unspecified",23.15246,-81.64938000000001,1
120,"Bahia, port unspecified",-12.939969999999999,-38.4939,"Lagos, Onim",37.1,-8.67,Freetown,8.49123,-13.2325,40
121,"Bahia, port unspecified",-12.939969999999999,-38.4939,"Lagos, Onim",37.1,-8.67,Macaé,-22.32,-41.96,1
122,"Bahia, port unspecified",-12.939969999999999,-38.4939,"Lagos, Onim",37.1,-8.67,Rio de Janeiro,-22.89687,-43.2041,1
123,"Bahia, port unspecified",-12.939969999999999,-38.4939,"Lagos, Onim",37.1,-8.67,São Sebastião,-23.81,-45.4,1
124,"Bahia, port unspecified",-12.939969999999999,-38.4939,Loango,-4.4925,11.2558,"Bahia, port unspecified",-12.939969999999999,-38.4939,3
125,"Bahia, port unspecified",-12.939969999999999,-38.4939,Madagascar,-25.033,46.9833,"Bahia, port unspecified",-12.939969999999999,-38.4939,1
126,"Bahia, port unspecified",-12.939969999999999,-38.4939,Malembo,-5.3384,12.1876,"Bahia, port unspecified",-12.939969999999999,-38.4939,162
127,"Bahia, port unspecified",-12.939969999999999,-38.4939,Malembo,-5.3384,12.1876,Freetown,8.49123,-13.2325,1
128,"Bahia, port unspecified",-12.939969999999999,-38.4939,Malembo,-5.3384,12.1876,"Pernambuco, port unspecified",-8.47,-37.95,1
129,"Bahia, port unspecified",-12.939969999999999,-38.4939,Malembo,-5.3384,12.1876,"Puerto Rico, port unspecified",17.98433,-66.6373,1
130,"Bahia, port unspecified",-12.939969999999999,-38.4939,Malembo,-5.3384,12.1876,Rio de Janeiro,-22.89687,-43.2041,2
131,"Bahia, port unspecified",-12.939969999999999,-38.4939,Mozambique,-17.74087,35.3777,"Bahia, port unspecified",-12.939969999999999,-38.4939,30
132,"Bahia, port unspecified",-12.939969999999999,-38.4939,Mozambique,-17.74087,35.3777,"Barbados, port unspecified",13.01,-59.63,1
133,"Bahia, port unspecified",-12.939969999999999,-38.4939,Mozambique,-17.74087,35.3777,Cape of Good Hope,-34.21,18.28,1
134,"Bahia, port unspecified",-12.939969999999999,-38.4939,Mozambique,-17.74087,35.3777,Rio de Janeiro,-22.89687,-43.2041,2
135,"Bahia, port unspecified",-12.939969999999999,-38.4939,New Calabar,4.5502,6.9783,"Bahia, port unspecified",-12.939969999999999,-38.4939,1
136,"Bahia, port unspecified",-12.939969999999999,-38.4939,Popo,6.2833,1.8330000000000002,"Bahia, port unspecified",-12.939969999999999,-38.4939,4
137,"Bahia, port unspecified",-12.939969999999999,-38.4939,Popo,6.2833,1.8330000000000002,Freetown,8.49123,-13.2325,2
138,"Bahia, port unspecified",-12.939969999999999,-38.4939,Porto Novo,6.4969,2.6289,"Bahia, port unspecified",-12.939969999999999,-38.4939,53
139,"Bahia, port unspecified",-12.939969999999999,-38.4939,Porto Novo,6.4969,2.6289,Freetown,8.49123,-13.2325,5
140,"Bahia, port unspecified",-12.939969999999999,-38.4939,Princes Island,18.58,-72.33,"Bahia, port unspecified",-12.939969999999999,-38.4939,55
141,"Bahia, port unspecified",-12.939969999999999,-38.4939,Princes Island,18.58,-72.33,Cartagena,37.58333,-0.9833299999999999,1
142,"Bahia, port unspecified",-12.939969999999999,-38.4939,Princes Island,18.58,-72.33,Havana,23.15246,-81.64938000000001,1
143,"Bahia, port unspecified",-12.939969999999999,-38.4939,Princes Island,18.58,-72.33,"Pernambuco, port unspecified",-8.47,-37.95,1
144,"Bahia, port unspecified",-12.939969999999999,-38.4939,Quilimane,-17.85,36.92,"Bahia, port unspecified",-12.939969999999999,-38.4939,10
145,"Bahia, port unspecified",-12.939969999999999,-38.4939,Quilimane,-17.85,36.92,Rio de Janeiro,-22.89687,-43.2041,2
146,"Bahia, port unspecified",-12.939969999999999,-38.4939,Rio Zaire,-6.07416,12.4499982,"Bahia, port unspecified",-12.939969999999999,-38.4939,7
147,"Bahia, port unspecified",-12.939969999999999,-38.4939,"Sierra Leone, port unspecified",8.57,-13.03,"Bahia, port unspecified",-12.939969999999999,-38.4939,1
148,"Bahia, port unspecified",-12.939969999999999,-38.4939,St. Paul de Loanda,-8.80407,13.2333,"Bahia, port unspecified",-12.939969999999999,-38.4939,673
149,"Bahia, port unspecified",-12.939969999999999,-38.4939,St. Paul de Loanda,-8.80407,13.2333,Maranhão,-4.96,-45.27,6
150,"Bahia, port unspecified",-12.939969999999999,-38.4939,St. Paul de Loanda,-8.80407,13.2333,Montevideo,-34.899770000000004,-56.1958,1
151,"Bahia, port unspecified",-12.939969999999999,-38.4939,St. Paul de Loanda,-8.80407,13.2333,"Pernambuco, port unspecified",-8.47,-37.95,10
152,"Bahia, port unspecified",-12.939969999999999,-38.4939,St. Paul de Loanda,-8.80407,13.2333,Rio de Janeiro,-22.89687,-43.2041,29
153,"Bahia, port unspecified",-12.939969999999999,-38.4939,São Tomé,0.34523000000000004,6.7371,"Bahia, port unspecified",-12.939969999999999,-38.4939,106
154,"Bahia, port unspecified",-12.939969999999999,-38.4939,São Tomé or Princes Island,0.34523000000000004,6.7371,"Bahia, port unspecified",-12.939969999999999,-38.4939,45
155,"Bahia, port unspecified",-12.939969999999999,-38.4939,"West Central Africa and St. Helena, port unspecified",-3.4426,10.6563,"Bahia, port unspecified",-12.939969999999999,-38.4939,18
156,"Bahia, port unspecified",-12.939969999999999,-38.4939,West of Cape Apolonia,4.9885,-2.5904,"Bahia, port unspecified",-12.939969999999999,-38.4939,2
157,"Bahia, port unspecified",-12.939969999999999,-38.4939,Whydah,6.3629999999999995,2.085,"Bahia, port unspecified",-12.939969999999999,-38.4939,173
158,"Bahia, port unspecified",-12.939969999999999,-38.4939,Whydah,6.3629999999999995,2.085,Cabanas,22.98372,-83.01498000000001,1
159,"Bahia, port unspecified",-12.939969999999999,-38.4939,Whydah,6.3629999999999995,2.085,Freetown,8.49123,-13.2325,18
160,"Bahia, port unspecified",-12.939969999999999,-38.4939,Whydah,6.3629999999999995,2.085,Lisbon,38.69513,-9.1778,1
161,"Bahia, port unspecified",-12.939969999999999,-38.4939,Whydah,6.3629999999999995,2.085,Maranhão,-4.96,-45.27,1
162,"Bahia, port unspecified",-12.939969999999999,-38.4939,Whydah,6.3629999999999995,2.085,"Martinique, port unspecified",14.59433,-61.062,1
163,"Bahia, port unspecified",-12.939969999999999,-38.4939,Whydah,6.3629999999999995,2.085,Rio de Janeiro,-22.89687,-43.2041,1
164,Baltimore,39.272729999999996,-76.5808,"Africa., port unspecified",5.1036,-1.2411,Trinidad de Cuba,21.8,-79.98,1
165,Baltimore,39.272729999999996,-76.5808,Inhambane,-23.86723,35.37964,Cardenas,23.04682,-81.19493,1
166,Baltimore,39.272729999999996,-76.5808,Rio Pongo,10.05,-14.065,Freetown,8.49123,-13.2325,1
167,Bance Island (Ben's Island),8.5667,-13.033,Bance Island (Ben's Island),8.5667,-13.033,Charleston,32.78153,-79.9322,1
168,"Barbados, port unspecified",13.01,-59.63,Accra,5.55,-0.02,"Jamaica, port unspecified",17.94,-76.84,1
169,"Barbados, port unspecified",13.01,-59.63,"Africa., port unspecified",5.1036,-1.2411,"Barbados, port unspecified",13.01,-59.63,136
170,"Barbados, port unspecified",13.01,-59.63,"Africa., port unspecified",5.1036,-1.2411,"Grenada, port unspecified",12.05,-61.76,1
171,"Barbados, port unspecified",13.01,-59.63,"Africa., port unspecified",5.1036,-1.2411,"Jamaica, port unspecified",17.94,-76.84,2
172,"Barbados, port unspecified",13.01,-59.63,"Africa., port unspecified",5.1036,-1.2411,Kingston,17.982129999999998,-76.8242,1
173,"Barbados, port unspecified",13.01,-59.63,"Africa., port unspecified",5.1036,-1.2411,Saint John,-31.63,29.54,1
174,"Barbados, port unspecified",13.01,-59.63,"Africa., port unspecified",5.1036,-1.2411,"St. Kitts, port unspecified",17.36,-62.75,2
175,"Barbados, port unspecified",13.01,-59.63,Alampo,5.102,-1.2388,"Barbados, port unspecified",13.01,-59.63,1
176,"Barbados, port unspecified",13.01,-59.63,"Anomabu, Adja, Agga",5.1761,-1.1233,"Barbados, port unspecified",13.01,-59.63,9
177,"Barbados, port unspecified",13.01,-59.63,"Anomabu, Adja, Agga",5.1761,-1.1233,Saint John,-31.63,29.54,1
178,"Barbados, port unspecified",13.01,-59.63,Ardra,6.379,2.451324,"British Caribbean, colony unspecified",18.44,-64.62,1
179,"Barbados, port unspecified",13.01,-59.63,Ardra,6.379,2.451324,"Jamaica, port unspecified",17.94,-76.84,1
180,"Barbados, port unspecified",13.01,-59.63,Bance Island (Ben's Island),8.5667,-13.033,"St. Kitts, port unspecified",17.36,-62.75,1
181,"Barbados, port unspecified",13.01,-59.63,Benin,6.379,2.4513,"Barbados, port unspecified",13.01,-59.63,1
182,"Barbados, port unspecified",13.01,-59.63,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",2.833,8.0,"Barbados, port unspecified",13.01,-59.63,5
183,"Barbados, port unspecified",13.01,-59.63,Calabar,4.982,8.3345,"Barbados, port unspecified",13.01,-59.63,2
184,"Barbados, port unspecified",13.01,-59.63,Cameroons,4.0449,9.6855,"Dominica, port unspecified",15.31,61.39,1
185,"Barbados, port unspecified",13.01,-59.63,Cape Coast Castle,5.1,-1.24,"Americas, port unspecified",32.78,-79.72,1
186,"Barbados, port unspecified",13.01,-59.63,Cape Coast Castle,5.1,-1.24,"Barbados, port unspecified",13.01,-59.63,24
187,"Barbados, port unspecified",13.01,-59.63,Cape Coast Castle,5.1,-1.24,"British Caribbean, colony unspecified",18.44,-64.62,1
188,"Barbados, port unspecified",13.01,-59.63,Cape Coast Castle,5.1,-1.24,"Jamaica, port unspecified",17.94,-76.84,1
189,"Barbados, port unspecified",13.01,-59.63,Cape Coast Castle,5.1,-1.24,"Martinique, port unspecified",14.59433,-61.062,1
190,"Barbados, port unspecified",13.01,-59.63,Gambia,13.4432,-15.3101,"Barbados, port unspecified",13.01,-59.63,14
191,"Barbados, port unspecified",13.01,-59.63,Gambia,13.4432,-15.3101,Charleston,32.78153,-79.9322,1
192,"Barbados, port unspecified",13.01,-59.63,Gambia,13.4432,-15.3101,"Jamaica, port unspecified",17.94,-76.84,1
193,"Barbados, port unspecified",13.01,-59.63,Gambia,13.4432,-15.3101,"St. Kitts, port unspecified",17.36,-62.75,1
194,"Barbados, port unspecified",13.01,-59.63,Gambia,13.4432,-15.3101,"Virginia, port unspecified",36.84,-76.3,1
195,"Barbados, port unspecified",13.01,-59.63,"Gold Coast, port unspecified",5.1036,-1.2411,"Barbados, port unspecified",13.01,-59.63,42
196,"Barbados, port unspecified",13.01,-59.63,"Gold Coast, port unspecified",5.1036,-1.2411,Charleston,32.78153,-79.9322,1
197,"Barbados, port unspecified",13.01,-59.63,"Gold Coast, port unspecified",5.1036,-1.2411,Demerara,6.546,-58.09,1
198,"Barbados, port unspecified",13.01,-59.63,"Gold Coast, port unspecified",5.1036,-1.2411,"Jamaica, port unspecified",17.94,-76.84,1
199,"Barbados, port unspecified",13.01,-59.63,Madagascar,-25.033,46.9833,"Barbados, port unspecified",13.01,-59.63,3
200,"Barbados, port unspecified",13.01,-59.63,New Calabar,4.5502,6.9783,"Barbados, port unspecified",13.01,-59.63,1
201,"Barbados, port unspecified",13.01,-59.63,New Calabar,4.5502,6.9783,"Jamaica, port unspecified",17.94,-76.84,1
202,"Barbados, port unspecified",13.01,-59.63,River del Rey,4.5352,8.7426,"Barbados, port unspecified",13.01,-59.63,3
203,"Barbados, port unspecified",13.01,-59.63,Sierra Leone estuary,8.48444,-13.23444,"Barbados, port unspecified",13.01,-59.63,4
204,"Barbados, port unspecified",13.01,-59.63,"Southeast Africa and Indian Ocean islands, port unspecified",-18.7669,46.8691,"Barbados, port unspecified",13.01,-59.63,1
