time_per,fifty_periods,main_place_slave_purch,country_reg_ship,purch_lat,purch_long,slaves_embarked
1850,1800-1850,Gabon,France,-0.8037,11.6094,3029
1850,1800-1850,Gabon,Great Britain,-0.8037,11.6094,2974
1850,1800-1850,Gabon,Portugal,-0.8037,11.6094,3544
1850,1800-1850,Gabon,Spain,-0.8037,11.6094,868
1850,1800-1850,Congo North,Other,-4.769,11.866,816
1850,1800-1850,Congo North,France,-4.769,11.866,231
1850,1800-1850,Congo North,Great Britain,-4.769,11.866,2307
1850,1800-1850,Congo North,Netherlands,-4.769,11.866,323
1850,1800-1850,Congo North,Spain,-4.769,11.866,146
1850,1800-1850,Congo North,USA,-4.769,11.866,674
1850,1800-1850,Malembo,Other,-5.3384,12.1876,19534
1850,1800-1850,Malembo,Great Britain,-5.3384,12.1876,3702
1850,1800-1850,Malembo,Portugal,-5.3384,12.1876,7024
1850,1800-1850,Cabinda,Other,-5.57,12.2,22736
1850,1800-1850,Cabinda,France,-5.57,12.2,307
1850,1800-1850,Cabinda,Great Britain,-5.57,12.2,2213
1850,1800-1850,Cabinda,Portugal,-5.57,12.2,25325
1850,1800-1850,Cabinda,Spain,-5.57,12.2,3207
1850,1800-1850,Cabinda,USA,-5.57,12.2,6419
1850,1800-1850,Congo River,Other,-6.07,12.45,4450
1850,1800-1850,Congo River,Other,-6.07,12.45,562
1850,1800-1850,Congo River,Great Britain,-6.07,12.45,20138
1850,1800-1850,Congo River,Portugal,-6.07,12.45,7585
1850,1800-1850,Congo River,Spain,-6.07,12.45,2881
1850,1800-1850,Congo River,USA,-6.07,12.45,12487
1850,1800-1850,Ambriz,Other,-7.8499,13.1167,16623
1850,1800-1850,Ambriz,France,-7.8499,13.1167,1494
1850,1800-1850,Ambriz,Great Britain,-7.8499,13.1167,20
1850,1800-1850,Ambriz,Portugal,-7.8499,13.1167,8605
1850,1800-1850,Ambriz,Spain,-7.8499,13.1167,2338
1850,1800-1850,Ambriz,USA,-7.8499,13.1167,1987
1850,1800-1850,Coanza River,Portugal,-9.35,13.15,150
1850,1800-1850,Coanza River,Spain,-9.35,13.15,29
1850,1800-1850,St. Paul de Loanda,Other,-8.80407,13.2333,34660
1850,1800-1850,St. Paul de Loanda,Portugal,-8.80407,13.2333,239503
1850,1800-1850,St. Paul de Loanda,Spain,-8.80407,13.2333,4885
1850,1800-1850,St. Paul de Loanda,USA,-8.80407,13.2333,107
1850,1800-1850,St. Paul de Loanda,Other,-8.80407,13.2333,401
1850,1800-1850,Benguela,Other,-12.59,13.42,16417
1850,1800-1850,Benguela,Other,-12.59,13.42,391
1850,1800-1850,Benguela,France,-12.59,13.42,490
1850,1800-1850,Benguela,Portugal,-12.59,13.42,101498
1850,1800-1850,Benguela,Spain,-12.59,13.42,1017
1850,1800-1850,Benguela,USA,-12.59,13.42,905
1850,1800-1850,Benguela,Other,-12.59,13.42,266
1850,1800-1850,Quicombo,Other,-11.433,14,315
1850,1800-1850,Cape of Good Hope,France,-34.21,18.28,273
1850,1800-1850,Lourenço Marques,Other,-25.9692,32.5732,1914
1850,1800-1850,Lourenço Marques,Portugal,-25.9692,32.5732,744
1850,1800-1850,Lourenço Marques,Other,-25.9692,32.5732,514
1850,1800-1850,Sofala,USA,-19,34.75,543
1850,1800-1850,Galam,France,32.4612,35.0211,67
1850,1800-1850,Mozambique,Other,-17.74087,35.3777,5263
1850,1800-1850,Mozambique,Other,-17.74087,35.3777,512
1850,1800-1850,Mozambique,France,-17.74087,35.3777,1526
1850,1800-1850,Mozambique,Portugal,-17.74087,35.3777,47977
1850,1800-1850,Mozambique,Spain,-17.74087,35.3777,8738
1850,1800-1850,Mozambique,USA,-17.74087,35.3777,5106
1850,1800-1850,Inhambane,Portugal,-23.86723,35.37964,2077
1850,1800-1850,Inhambane,USA,-23.86723,35.37964,380
1850,1800-1850,Quilimane,Other,-17.85,36.92,6485
1850,1800-1850,Quilimane,Portugal,-17.85,36.92,34405
1850,1800-1850,Quilimane,USA,-17.85,36.92,1403
1850,1800-1850,Momboza or Zanzibar,Other,-6.1563,39.1927,332
1850,1800-1850,Zanzibar,France,-6.1563,39.1927,244
1850,1800-1850,Zanzibar,Spain,-6.1563,39.1927,3084
1850,1800-1850,Zanzibar,USA,-6.1563,39.1927,91
1850,1800-1850,Kilwa,France,-8.9659,39.4971,514
1850,1800-1850,Kilwa,Portugal,-8.9659,39.4971,455
1850,1800-1850,Kilwa,Spain,-8.9659,39.4971,639
1850,1800-1850,Kilwa,USA,-8.9659,39.4971,228
1850,1800-1850,"Southeast Africa and Indian Ocean islands, port unspecified",France,-18.7669,46.8691,1616
1850,1800-1850,"Southeast Africa and Indian Ocean islands, port unspecified",Portugal,-18.7669,46.8691,771
1850,1800-1850,"Southeast Africa and Indian Ocean islands, port unspecified",Spain,-18.7669,46.8691,2863
1850,1800-1850,"Southeast Africa and Indian Ocean islands, port unspecified",USA,-18.7669,46.8691,400
1850,1800-1850,Madagascar,France,-25.033,46.9833,525
1850,1800-1850,Madagascar,Portugal,-25.033,46.9833,490
1850,1800-1850,Madagascar,Spain,-25.033,46.9833,220
1900,1850-1900,Rio Pongo,USA,10.05,-14.065,489
1900,1850-1900,"Lagos, Onim",Other,6.5244,3.3792,1879
1900,1850-1900,"Africa., port unspecified",Other,6.6111,20.9394,10836
1900,1850-1900,"Africa., port unspecified",Portugal,6.6111,20.9394,2955
1900,1850-1900,"Africa., port unspecified",Spain,6.6111,20.9394,10148
1900,1850-1900,"Africa., port unspecified",USA,6.6111,20.9394,24606
1900,1850-1900,Keta,USA,5.9031,0.9868,1171
1900,1850-1900,Popo,USA,6.2833,1.833,760
1900,1850-1900,Whydah,France,6.363,2.085,418
1900,1850-1900,Whydah,USA,6.363,2.085,2867
1900,1850-1900,"Bight of Benin, port unspecified",Other,5,2.1,1104
1900,1850-1900,River Brass,USA,4.317,6.224,673
1900,1850-1900,New Calabar,Other,4.5502,6.9783,152
1900,1850-1900,"West Central Africa and St. Helena, port unspecified",USA,-3.4426,10.6563,400
1900,1850-1900,Loango,Portugal,-4.4925,11.2558,687
1900,1850-1900,Loango,Spain,-4.4925,11.2558,133
1900,1850-1900,Loango,USA,-4.4925,11.2558,1927
1900,1850-1900,Congo North,USA,-4.769,11.866,1502
1900,1850-1900,Malembo,France,-5.3384,12.1876,714
1900,1850-1900,Cabinda,USA,-5.57,12.2,3465
1900,1850-1900,Congo River,Other,-6.07,12.45,611
1900,1850-1900,Congo River,France,-6.07,12.45,673
1900,1850-1900,Congo River,Other,-6.07,12.45,1250
1900,1850-1900,Congo River,Spain,-6.07,12.45,989
1900,1850-1900,Congo River,USA,-6.07,12.45,26517
1900,1850-1900,Ambriz,USA,-7.8499,13.1167,3235
1900,1850-1900,Benguela,Other,-12.59,13.42,1236
1900,1850-1900,Benguela,France,-12.59,13.42,490
1900,1850-1900,Benguela,Portugal,-12.59,13.42,300
1900,1850-1900,Benguela,Spain,-12.59,13.42,3
1900,1850-1900,Benguela,USA,-12.59,13.42,632
1900,1850-1900,Kilongo,USA,-5.5032,24.1272,1786
1900,1850-1900,Mozambique,Spain,-17.74087,35.3777,2835
1900,1850-1900,Mozambique,USA,-17.74087,35.3777,3525
1900,1850-1900,Quilimane,Other,-17.85,36.92,1507
1900,1850-1900,Quilimane,USA,-17.85,36.92,1361
